,Unnamed: 0,IDC,Prenom,Nom_x,email,adresse,MT_TOT,PMG,RECENCE
427,427,4183,Marc,Pavlovic,Marc.Pavlovic@yopmail.com,"Avenue des Schtroumps, 13370 Staro Selo",2224.0,3. M,0
428,428,1502,Jean,Maricic,Jean.Maricic@dtc.de,"Boulevard de la girafouine, 50130 Cheapbourg",244.5,4. P,0
429,429,1971,Laurence,Lazare,Laurence.Lazare@gjunk.com,"Rue des bananes, 50130 Staro Selo",33.5,4. P,9
430,430,1990,Jeanette,Bouillave,Jeanette.Bouillave@dtc.de,"Place des curkas, 50130 Staro Selo",138.5,4. P,6
431,431,1256,Louis,Kezman,Louis.Kezman@gjunk.com,"Boulevard de la girafouine, 13370 Veliko Curan",100.0,4. P,16
432,432,1054,Mamadou,Pigox,Mamadou.Pigox@gjunk.com,"Rue des bananes, 1180 Veliko Curan",119.0,4. P,15
433,433,1380,Bodgan,Pavlovic,Bodgan.Pavlovic@yopmail.com,"Rue des bananes, 50130 Montruc",635.5,4. P,0
434,434,810,Jeanette,Maricic,Jeanette.Maricic@yopmail.com,"Boulevard de la girafouine, 1180 Veliko Curan",1650.0,4. P,1
435,435,1650,Franck,Pigox,Franck.Pigox@youpi.com,"Avenue des Schtroumps, 50130 Cheapbourg",49.0,4. P,11
436,436,1653,Jean,Pigox,Jean.Pigox@gjunk.com,"Hameau du hibours, 13370 Staro Selo",19795.0,2. G,0
437,437,1258,Franck,Maricic,Franck.Maricic@dtc.de,"Avenue des Schtroumps, 1180 Montruc",139.5,4. P,16
438,438,1536,Louis,Kezman,Louis.Kezman@gjunk.com,"Avenue des Schtroumps, 13370 Montruc",11021.5,2. G,0
439,439,2676,Laurent,Garcimore,Laurent.Garcimore@minitel.fr,"Hameau du hibours, 50130 Staro Selo",2639.5,3. M,0
440,440,1818,Laurent,Kezman,Laurent.Kezman@hotme.com,"Boulevard de la girafouine, 13370 Staro Selo",2283.5,3. M,0
441,441,529,Louis,Pavlovic,Louis.Pavlovic@minitel.fr,"Rue des bananes, 50130 Montruc",787.5,4. P,0
442,442,1549,Marc,Cule,Marc.Cule@gjunk.com,"Boulevard de la girafouine, 50130 Staro Selo",193.0,4. P,1
443,443,808,Bodgan,Maricic,Bodgan.Maricic@gjunk.com,"Avenue des Schtroumps, 50130 Staro Selo",12.0,4. P,3
444,444,172,Louis,Bouillave,Louis.Bouillave@yopmail.com,"Avenue des Schtroumps, 50130 Cheapbourg",12309.6,2. G,0
445,445,1967,Jeanette,Lazare,Jeanette.Lazare@yopmail.com,"Avenue des Schtroumps, 13370 Montruc",29.0,4. P,9
446,446,1331,Louis,Testit,Louis.Testit@youpi.com,"Avenue des Schtroumps, 13370 Staro Selo",20.0,4. P,15
447,447,825,Laurence,Pigox,Laurence.Pigox@hotme.com,"Hameau du hibours, 13370 Montruc",118.0,4. P,2
448,448,1713,Mamadou,Kezman,Mamadou.Kezman@dtc.de,"Avenue des Schtroumps, 1180 Veliko Curan",10.0,4. P,10
449,449,1115,Laurence,Martin,Laurence.Martin@gjunk.com,"Avenue des Schtroumps, 1180 Montruc",147741.0,1. TG,0
450,450,1065,Jean,Pigox,Jean.Pigox@gjunk.com,"Avenue des Schtroumps, 1180 Cheapbourg",365.0,4. P,6
451,451,1318,Josiane,Pigox,Josiane.Pigox@yopmail.com,"Hameau du hibours, 1180 Staro Selo",892.5,4. P,15
452,452,1868,Mamadou,Pavlovic,Mamadou.Pavlovic@hotme.com,"Place des curkas, 50130 Cheapbourg",609.0,4. P,5
453,453,1870,Franck,Pavlovic,Franck.Pavlovic@youpi.com,"Rue des bananes, 50130 Staro Selo",46.5,4. P,8
454,454,1237,Laurence,Testit,Laurence.Testit@youpi.com,"Hameau du hibours, 13370 Veliko Curan",4979.5,3. M,0
455,455,1743,Laurent,Pigox,Laurent.Pigox@yopmail.com,"Hameau du hibours, 50130 Cheapbourg",40.5,4. P,9
456,456,1684,Louis,Cule,Louis.Cule@minitel.fr,"Boulevard de la girafouine, 50130 Staro Selo",11.0,4. P,11
457,457,1867,Louis,Pavlovic,Louis.Pavlovic@gjunk.com,"Avenue des Schtroumps, 50130 Montruc",1735.0,3. M,0
458,458,1860,Bodgan,Garcimore,Bodgan.Garcimore@minitel.fr,"Hameau du hibours, 1180 Montruc",10716.0,3. M,6
459,459,946,Franck,Garcimore,Franck.Garcimore@gjunk.com,"Place des curkas, 50130 Veliko Curan",4405.65,3. M,0
460,460,1081,Laurent,Garcimore,Laurent.Garcimore@yopmail.com,"Boulevard de la girafouine, 13370 Cheapbourg",318.0,4. P,10
461,461,2010,Bodgan,Bouillave,Bodgan.Bouillave@yopmail.com,"Rue des bananes, 13370 Cheapbourg",424.0,4. P,9
462,462,1728,Jeanette,Cule,Jeanette.Cule@youpi.com,"Avenue des Schtroumps, 13370 Staro Selo",45.5,4. P,11
463,463,742,Jeanette,Martin,Jeanette.Martin@youpi.com,"Hameau du hibours, 50130 Veliko Curan",22.0,4. P,1
464,464,1409,Franck,Pavlovic,Franck.Pavlovic@hotme.com,"Avenue des Schtroumps, 50130 Staro Selo",67.0,4. P,1
465,465,1943,Laurence,Bouillave,Laurence.Bouillave@gjunk.com,"Hameau du hibours, 1180 Staro Selo",10.0,4. P,10
466,466,1600,Laurent,Kezman,Laurent.Kezman@youpi.com,"Boulevard de la girafouine, 50130 Montruc",2072.75,3. M,0
467,467,1963,Louis,Bouillave,Louis.Bouillave@yopmail.com,"Boulevard de la girafouine, 1180 Cheapbourg",10.0,4. P,10
468,468,1768,Mamadou,Martin,Mamadou.Martin@hotme.com,"Avenue des Schtroumps, 50130 Montruc",233.5,4. P,8
469,469,1828,Laurence,Garcimore,Laurence.Garcimore@yopmail.com,"Hameau du hibours, 1180 Cheapbourg",40.5,4. P,10
470,470,304,Laurent,Martin,Laurent.Martin@youpi.com,"Avenue des Schtroumps, 50130 Montruc",647.0,4. P,3
471,471,1312,Laurent,Testit,Laurent.Testit@minitel.fr,"Place des curkas, 1180 Veliko Curan",3038.1,3. M,0
472,472,1723,Laurence,Kezman,Laurence.Kezman@minitel.fr,"Boulevard de la girafouine, 50130 Montruc",657.0,4. P,3
473,473,1974,Bodgan,Martin,Bodgan.Martin@gjunk.com,"Place des curkas, 1180 Staro Selo",98.5,4. P,9
474,474,1110,Mamadou,Kezman,Mamadou.Kezman@youpi.com,"Avenue des Schtroumps, 1180 Veliko Curan",3518.5,3. M,0
475,475,1781,Bodgan,Pavlovic,Bodgan.Pavlovic@dtc.de,"Hameau du hibours, 1180 Staro Selo",4.5,4. P,10
476,476,1489,Louis,Lazare,Louis.Lazare@gjunk.com,"Rue des bananes, 13370 Veliko Curan",60.0,4. P,12
477,477,1494,Josiane,Maricic,Josiane.Maricic@dtc.de,"Boulevard de la girafouine, 1180 Staro Selo",50.0,4. P,8
478,478,1769,Louis,Maricic,Louis.Maricic@yopmail.com,"Rue des bananes, 50130 Cheapbourg",60.0,4. P,10
479,479,1085,Laurent,Lazare,Laurent.Lazare@youpi.com,"Place des curkas, 13370 Montruc",8333.35,3. M,10
480,480,181,Franck,Pigox,Franck.Pigox@hotme.com,"Rue des bananes, 13370 Veliko Curan",21310.5,2. G,0
481,481,102,Jean,Maricic,Jean.Maricic@gjunk.com,"Rue des bananes, 1180 Staro Selo",24751.9,2. G,4
482,482,1747,Bodgan,Lazare,Bodgan.Lazare@hotme.com,"Avenue des Schtroumps, 13370 Montruc",86.0,4. P,10
483,483,923,Franck,Lazare,Franck.Lazare@yopmail.com,"Hameau du hibours, 13370 Montruc",9378.5,3. M,0
484,484,93,Laurent,Kezman,Laurent.Kezman@yopmail.com,"Rue des bananes, 50130 Cheapbourg",3787.0,3. M,4
485,485,2019,Marc,Pigox,Marc.Pigox@yopmail.com,"Avenue des Schtroumps, 13370 Cheapbourg",6000.0,3. M,0
486,486,1035,Jeanette,Martin,Jeanette.Martin@dtc.de,"Avenue des Schtroumps, 1180 Staro Selo",3477.0,3. M,10
487,487,1496,Josiane,Kezman,Josiane.Kezman@yopmail.com,"Rue des bananes, 13370 Staro Selo",41.5,4. P,13
488,488,1885,Laurent,Bouillave,Laurent.Bouillave@youpi.com,"Place des curkas, 13370 Veliko Curan",2495.85,3. M,0
489,489,1805,Laurence,Pigox,Laurence.Pigox@dtc.de,"Place des curkas, 13370 Montruc",1156.5,4. P,0
490,490,1473,Josiane,Bouillave,Josiane.Bouillave@yopmail.com,"Boulevard de la girafouine, 50130 Staro Selo",1371.0,4. P,0
491,491,1750,Laurence,Lazare,Laurence.Lazare@minitel.fr,"Avenue des Schtroumps, 13370 Veliko Curan",22256.0,2. G,0
492,492,1959,Laurent,Pavlovic,Laurent.Pavlovic@yopmail.com,"Avenue des Schtroumps, 50130 Cheapbourg",3584.5,3. M,0
493,493,83,Bodgan,Pavlovic,Bodgan.Pavlovic@yopmail.com,"Avenue des Schtroumps, 1180 Staro Selo",7.6,4. P,13
494,494,1189,Josiane,Garcimore,Josiane.Garcimore@hotme.com,"Rue des bananes, 50130 Staro Selo",81.0,4. P,17
495,495,1901,Laurence,Martin,Laurence.Martin@gjunk.com,"Hameau du hibours, 13370 Cheapbourg",200.0,4. P,8
496,496,1208,Jean,Cule,Jean.Cule@hotme.com,"Place des curkas, 50130 Montruc",39543.5,2. G,0
497,497,1435,Franck,Martin,Franck.Martin@youpi.com,"Rue des bananes, 50130 Montruc",19862.0,2. G,5
498,498,592,Louis,Cule,Louis.Cule@yopmail.com,"Avenue des Schtroumps, 50130 Cheapbourg",30.0,4. P,15
499,499,997,Laurent,Martin,Laurent.Martin@hotme.com,"Boulevard de la girafouine, 1180 Staro Selo",100.0,4. P,20
500,500,1266,Josiane,Lazare,Josiane.Lazare@minitel.fr,"Rue des bananes, 50130 Cheapbourg",6059.65,3. M,0
501,501,273,Laurence,Garcimore,Laurence.Garcimore@minitel.fr,"Place des curkas, 1180 Montruc",821.0,4. P,16
502,502,104,Bodgan,Bouillave,Bodgan.Bouillave@gjunk.com,"Boulevard de la girafouine, 1180 Staro Selo",2579.0,3. M,0
503,503,1736,Bodgan,Bouillave,Bodgan.Bouillave@yopmail.com,"Place des curkas, 50130 Veliko Curan",225.5,4. P,10
504,504,1753,Laurence,Cule,Laurence.Cule@yopmail.com,"Hameau du hibours, 13370 Veliko Curan",235.5,4. P,9
505,505,1987,Marc,Maricic,Marc.Maricic@youpi.com,"Boulevard de la girafouine, 13370 Montruc",23.0,4. P,9
506,506,1190,Marc,Pigox,Marc.Pigox@yopmail.com,"Rue des bananes, 1180 Montruc",533.0,4. P,1
507,507,1835,Laurent,Cule,Laurent.Cule@minitel.fr,"Place des curkas, 50130 Staro Selo",20.0,4. P,10
508,508,1313,Bodgan,Cule,Bodgan.Cule@dtc.de,"Boulevard de la girafouine, 50130 Staro Selo",11.0,4. P,14
509,509,1669,Laurence,Pigox,Laurence.Pigox@hotme.com,"Rue des bananes, 13370 Staro Selo",23.0,4. P,11
510,510,1823,Laurence,Testit,Laurence.Testit@hotme.com,"Place des curkas, 50130 Staro Selo",813.5,4. P,4
511,511,1770,Laurence,Kezman,Laurence.Kezman@gjunk.com,"Avenue des Schtroumps, 50130 Cheapbourg",548.5,4. P,10
512,512,1952,Franck,Lazare,Franck.Lazare@minitel.fr,"Place des curkas, 13370 Veliko Curan",10.5,4. P,10
513,513,1873,Bodgan,Garcimore,Bodgan.Garcimore@yopmail.com,"Hameau du hibours, 1180 Veliko Curan",377.0,4. P,6
514,514,3212,Jean,Testit,Jean.Testit@yopmail.com,"Avenue des Schtroumps, 13370 Montruc",5230.0,3. M,0
515,515,1088,Mamadou,Maricic,Mamadou.Maricic@gjunk.com,"Hameau du hibours, 50130 Veliko Curan",36846.4,2. G,3
516,516,1329,Jean,Lazare,Jean.Lazare@youpi.com,"Boulevard de la girafouine, 1180 Montruc",1092.3,4. P,0
517,517,1226,Laurent,Martin,Laurent.Martin@gjunk.com,"Boulevard de la girafouine, 50130 Montruc",330.5,4. P,5
518,518,1290,Bodgan,Pigox,Bodgan.Pigox@gjunk.com,"Rue des bananes, 13370 Veliko Curan",55.0,4. P,16
519,519,1671,Jean,Martin,Jean.Martin@minitel.fr,"Boulevard de la girafouine, 50130 Cheapbourg",385.5,4. P,0
520,520,3595,Louis,Kezman,Louis.Kezman@hotme.com,"Place des curkas, 50130 Veliko Curan",1499.1,4. P,0
521,521,2013,Laurent,Testit,Laurent.Testit@gjunk.com,"Rue des bananes, 1180 Staro Selo",40.0,4. P,9
522,522,972,Laurent,Testit,Laurent.Testit@gjunk.com,"Boulevard de la girafouine, 50130 Montruc",25.0,4. P,21
523,523,1028,Laurence,Pigox,Laurence.Pigox@gjunk.com,"Hameau du hibours, 50130 Cheapbourg",1000.0,4. P,20
524,524,1639,Josiane,Maricic,Josiane.Maricic@dtc.de,"Avenue des Schtroumps, 13370 Staro Selo",853.5,4. P,0
525,525,1567,Josiane,Pigox,Josiane.Pigox@minitel.fr,"Place des curkas, 1180 Veliko Curan",3304.5,3. M,2
526,526,1821,Laurence,Maricic,Laurence.Maricic@dtc.de,"Avenue des Schtroumps, 1180 Staro Selo",35.0,4. P,9
527,527,1535,Louis,Kezman,Louis.Kezman@dtc.de,"Boulevard de la girafouine, 1180 Staro Selo",6669.0,3. M,0
528,528,1793,Louis,Testit,Louis.Testit@yopmail.com,"Hameau du hibours, 50130 Montruc",52.5,4. P,10
529,529,1103,Jeanette,Cule,Jeanette.Cule@minitel.fr,"Rue des bananes, 50130 Montruc",149.0,4. P,10
530,530,988,Bodgan,Kezman,Bodgan.Kezman@youpi.com,"Hameau du hibours, 13370 Veliko Curan",510.0,4. P,0
531,531,3561,Laurence,Pigox,Laurence.Pigox@youpi.com,"Place des curkas, 1180 Veliko Curan",4146.5,3. M,0
532,532,250,Laurent,Cule,Laurent.Cule@yopmail.com,"Hameau du hibours, 13370 Staro Selo",869.0,4. P,9
533,533,106,Josiane,Bouillave,Josiane.Bouillave@yopmail.com,"Rue des bananes, 13370 Veliko Curan",6.5,4. P,2
534,534,1872,Jean,Testit,Jean.Testit@yopmail.com,"Rue des bananes, 50130 Staro Selo",2546.0,3. M,0
535,535,3802,Franck,Cule,Franck.Cule@minitel.fr,"Rue des bananes, 1180 Veliko Curan",11.5,4. P,4
536,536,1928,Jeanette,Pigox,Jeanette.Pigox@dtc.de,"Avenue des Schtroumps, 1180 Cheapbourg",785.5,4. P,0
537,537,1589,Jeanette,Maricic,Jeanette.Maricic@youpi.com,"Avenue des Schtroumps, 13370 Cheapbourg",29810.0,2. G,8
538,538,385,Marc,Garcimore,Marc.Garcimore@hotme.com,"Rue des bananes, 13370 Staro Selo",583.5,4. P,0
539,539,1183,Bodgan,Garcimore,Bodgan.Garcimore@youpi.com,"Hameau du hibours, 1180 Veliko Curan",2253.0,3. M,0
540,540,1439,Louis,Testit,Louis.Testit@minitel.fr,"Place des curkas, 50130 Veliko Curan",15.0,4. P,14
541,541,1663,Franck,Pavlovic,Franck.Pavlovic@gjunk.com,"Boulevard de la girafouine, 13370 Cheapbourg",5579.5,3. M,0
542,542,1824,Laurence,Cule,Laurence.Cule@hotme.com,"Rue des bananes, 50130 Staro Selo",3948.5,3. M,2
543,543,1553,Marc,Kezman,Marc.Kezman@yopmail.com,"Place des curkas, 1180 Montruc",4258.5,3. M,0
544,544,1169,Marc,Cule,Marc.Cule@yopmail.com,"Avenue des Schtroumps, 13370 Staro Selo",3087.5,3. M,0
545,545,1855,Laurence,Garcimore,Laurence.Garcimore@yopmail.com,"Avenue des Schtroumps, 13370 Montruc",241.5,4. P,3
546,546,3805,Bodgan,Martin,Bodgan.Martin@yopmail.com,"Avenue des Schtroumps, 13370 Montruc",84.5,4. P,3
547,547,1574,Marc,Cule,Marc.Cule@hotme.com,"Avenue des Schtroumps, 50130 Montruc",696.0,4. P,0
548,548,1268,Bodgan,Pigox,Bodgan.Pigox@dtc.de,"Place des curkas, 1180 Veliko Curan",2269.5,3. M,2
549,549,1522,Josiane,Kezman,Josiane.Kezman@minitel.fr,"Boulevard de la girafouine, 1180 Staro Selo",1433.0,4. P,0
550,550,1279,Bodgan,Bouillave,Bodgan.Bouillave@yopmail.com,"Place des curkas, 50130 Staro Selo",86.5,4. P,8
551,551,425,Franck,Testit,Franck.Testit@dtc.de,"Hameau du hibours, 1180 Cheapbourg",135.0,4. P,8
552,552,1680,Mamadou,Garcimore,Mamadou.Garcimore@yopmail.com,"Place des curkas, 1180 Staro Selo",375.0,4. P,11
553,553,1944,Jean,Martin,Jean.Martin@hotme.com,"Avenue des Schtroumps, 50130 Staro Selo",446.5,4. P,5
554,554,1181,Laurent,Pavlovic,Laurent.Pavlovic@dtc.de,"Hameau du hibours, 50130 Staro Selo",6395.5,3. M,0
555,555,1303,Jeanette,Pavlovic,Jeanette.Pavlovic@gjunk.com,"Avenue des Schtroumps, 50130 Staro Selo",838.5,4. P,2
556,556,1059,Jean,Kezman,Jean.Kezman@minitel.fr,"Rue des bananes, 50130 Cheapbourg",1945.0,3. M,0
557,557,1645,Mamadou,Pavlovic,Mamadou.Pavlovic@yopmail.com,"Avenue des Schtroumps, 1180 Montruc",217.0,4. P,8
558,558,1316,Laurence,Pigox,Laurence.Pigox@yopmail.com,"Rue des bananes, 13370 Staro Selo",6530.5,3. M,0
559,559,2006,Jean,Martin,Jean.Martin@yopmail.com,"Rue des bananes, 13370 Staro Selo",7179.5,3. M,0
560,560,1010,Mamadou,Martin,Mamadou.Martin@minitel.fr,"Hameau du hibours, 1180 Cheapbourg",235.0,4. P,7
561,561,1897,Jean,Bouillave,Jean.Bouillave@minitel.fr,"Place des curkas, 1180 Cheapbourg",10.0,4. P,10
562,562,508,Bodgan,Lazare,Bodgan.Lazare@yopmail.com,"Place des curkas, 1180 Veliko Curan",262.3,4. P,3
563,563,1239,Franck,Testit,Franck.Testit@dtc.de,"Boulevard de la girafouine, 50130 Staro Selo",9364.5,3. M,0
564,564,269,Marc,Maricic,Marc.Maricic@youpi.com,"Boulevard de la girafouine, 50130 Montruc",45959.8,2. G,0
565,565,981,Marc,Bouillave,Marc.Bouillave@hotme.com,"Boulevard de la girafouine, 50130 Veliko Curan",5933.5,3. M,0
566,566,1069,Laurent,Garcimore,Laurent.Garcimore@dtc.de,"Hameau du hibours, 50130 Montruc",2625.0,3. M,14
567,567,1973,Laurence,Martin,Laurence.Martin@hotme.com,"Hameau du hibours, 50130 Montruc",22.5,4. P,10
568,568,1404,Franck,Maricic,Franck.Maricic@hotme.com,"Hameau du hibours, 13370 Cheapbourg",8997.7,3. M,0
569,569,902,Jeanette,Testit,Jeanette.Testit@gjunk.com,"Hameau du hibours, 1180 Cheapbourg",20.0,4. P,22
570,570,1182,Bodgan,Pigox,Bodgan.Pigox@dtc.de,"Boulevard de la girafouine, 13370 Cheapbourg",111.0,4. P,11
571,571,1787,Franck,Bouillave,Franck.Bouillave@dtc.de,"Place des curkas, 13370 Cheapbourg",3977.5,3. M,0
572,572,1371,Josiane,Bouillave,Josiane.Bouillave@youpi.com,"Boulevard de la girafouine, 13370 Cheapbourg",104.0,4. P,10
573,573,1706,Marc,Testit,Marc.Testit@dtc.de,"Hameau du hibours, 1180 Staro Selo",2102.5,3. M,5
574,574,1968,Marc,Lazare,Marc.Lazare@minitel.fr,"Hameau du hibours, 50130 Cheapbourg",150.0,4. P,9
575,575,1332,Laurence,Lazare,Laurence.Lazare@hotme.com,"Place des curkas, 13370 Cheapbourg",49.0,4. P,16
576,576,1372,Louis,Martin,Louis.Martin@minitel.fr,"Avenue des Schtroumps, 13370 Montruc",1337.5,4. P,0
577,577,1238,Marc,Martin,Marc.Martin@gjunk.com,"Rue des bananes, 1180 Veliko Curan",6021.0,3. M,7
578,578,948,Franck,Martin,Franck.Martin@yopmail.com,"Avenue des Schtroumps, 13370 Cheapbourg",179.5,4. P,21
579,579,3823,Bodgan,Pigox,Bodgan.Pigox@youpi.com,"Avenue des Schtroumps, 50130 Veliko Curan",18657.0,2. G,0
580,580,1049,Josiane,Testit,Josiane.Testit@dtc.de,"Boulevard de la girafouine, 1180 Cheapbourg",4076.0,3. M,0
581,581,1350,Laurence,Pigox,Laurence.Pigox@minitel.fr,"Place des curkas, 1180 Cheapbourg",17.0,4. P,2
582,582,1811,Laurence,Garcimore,Laurence.Garcimore@hotme.com,"Boulevard de la girafouine, 1180 Veliko Curan",176.5,4. P,4
583,583,1875,Laurent,Testit,Laurent.Testit@hotme.com,"Place des curkas, 50130 Veliko Curan",256.5,4. P,9
584,584,1788,Laurent,Pigox,Laurent.Pigox@hotme.com,"Hameau du hibours, 50130 Staro Selo",70.5,4. P,7
585,585,1851,Franck,Kezman,Franck.Kezman@yopmail.com,"Hameau du hibours, 13370 Cheapbourg",1918.0,3. M,0
586,586,1616,Franck,Testit,Franck.Testit@gjunk.com,"Hameau du hibours, 1180 Montruc",7638.0,3. M,0
587,587,1737,Mamadou,Pavlovic,Mamadou.Pavlovic@minitel.fr,"Place des curkas, 50130 Cheapbourg",18.0,4. P,11
588,588,1729,Laurent,Pavlovic,Laurent.Pavlovic@dtc.de,"Hameau du hibours, 50130 Staro Selo",1804.6,3. M,8
589,589,1742,Josiane,Kezman,Josiane.Kezman@youpi.com,"Avenue des Schtroumps, 13370 Cheapbourg",36.5,4. P,11
590,590,1451,Mamadou,Pigox,Mamadou.Pigox@gjunk.com,"Place des curkas, 13370 Staro Selo",375.0,4. P,8
591,591,1700,Jeanette,Lazare,Jeanette.Lazare@minitel.fr,"Rue des bananes, 1180 Staro Selo",25.0,4. P,11
592,592,1920,Louis,Pigox,Louis.Pigox@yopmail.com,"Hameau du hibours, 1180 Montruc",18.0,4. P,10
593,593,1478,Franck,Lazare,Franck.Lazare@minitel.fr,"Avenue des Schtroumps, 13370 Veliko Curan",1073.0,4. P,0
594,594,858,Bodgan,Pavlovic,Bodgan.Pavlovic@hotme.com,"Boulevard de la girafouine, 13370 Montruc",1954.7,3. M,1
595,595,1359,Bodgan,Cule,Bodgan.Cule@yopmail.com,"Rue des bananes, 13370 Cheapbourg",3835.0,3. M,9
596,596,1797,Laurent,Kezman,Laurent.Kezman@youpi.com,"Avenue des Schtroumps, 13370 Montruc",10.0,4. P,10
597,597,1349,Laurence,Kezman,Laurence.Kezman@hotme.com,"Hameau du hibours, 1180 Veliko Curan",1242.0,4. P,0
598,598,1143,Louis,Maricic,Louis.Maricic@hotme.com,"Rue des bananes, 1180 Veliko Curan",311.5,4. P,16
599,599,967,Jean,Testit,Jean.Testit@yopmail.com,"Place des curkas, 50130 Veliko Curan",100.0,4. P,0
600,600,4276,Mamadou,Maricic,Mamadou.Maricic@gjunk.com,"Place des curkas, 13370 Staro Selo",4386.0,3. M,0
601,601,1676,Louis,Cule,Louis.Cule@minitel.fr,"Hameau du hibours, 13370 Montruc",165.0,4. P,10
602,602,1098,Jeanette,Kezman,Jeanette.Kezman@minitel.fr,"Boulevard de la girafouine, 50130 Staro Selo",39381.6,2. G,0
603,603,3744,Laurent,Testit,Laurent.Testit@yopmail.com,"Hameau du hibours, 50130 Montruc",228.0,4. P,4
604,604,1511,Mamadou,Garcimore,Mamadou.Garcimore@yopmail.com,"Boulevard de la girafouine, 1180 Staro Selo",147.0,4. P,13
605,605,1551,Marc,Bouillave,Marc.Bouillave@youpi.com,"Rue des bananes, 13370 Veliko Curan",999.0,4. P,8
606,606,1133,Louis,Lazare,Louis.Lazare@minitel.fr,"Boulevard de la girafouine, 13370 Montruc",3162.0,3. M,1
607,607,1983,Laurent,Pavlovic,Laurent.Pavlovic@dtc.de,"Boulevard de la girafouine, 13370 Staro Selo",2046.0,3. M,0
608,608,1569,Bodgan,Testit,Bodgan.Testit@hotme.com,"Rue des bananes, 13370 Montruc",15441.0,2. G,0
609,609,147,Jean,Garcimore,Jean.Garcimore@gjunk.com,"Hameau du hibours, 13370 Montruc",5156.5,3. M,9
610,610,1715,Marc,Bouillave,Marc.Bouillave@yopmail.com,"Hameau du hibours, 1180 Cheapbourg",339.0,4. P,9
611,611,781,Louis,Garcimore,Louis.Garcimore@youpi.com,"Hameau du hibours, 13370 Montruc",18937.1,2. G,0
612,612,1422,Laurence,Garcimore,Laurence.Garcimore@yopmail.com,"Place des curkas, 13370 Veliko Curan",315.5,4. P,1
613,613,1883,Franck,Pigox,Franck.Pigox@minitel.fr,"Avenue des Schtroumps, 13370 Staro Selo",120.0,4. P,2
614,614,1090,Josiane,Kezman,Josiane.Kezman@dtc.de,"Boulevard de la girafouine, 1180 Staro Selo",345.5,4. P,1
615,615,1399,Franck,Testit,Franck.Testit@youpi.com,"Hameau du hibours, 13370 Montruc",20.5,4. P,15
616,616,1871,Jean,Pigox,Jean.Pigox@youpi.com,"Avenue des Schtroumps, 50130 Montruc",4002.0,3. M,0
617,617,1712,Laurence,Garcimore,Laurence.Garcimore@yopmail.com,"Avenue des Schtroumps, 50130 Montruc",272.5,4. P,1
618,618,1966,Laurent,Testit,Laurent.Testit@youpi.com,"Avenue des Schtroumps, 50130 Staro Selo",497.35,4. P,0
619,619,985,Jeanette,Garcimore,Jeanette.Garcimore@dtc.de,"Rue des bananes, 1180 Staro Selo",244.0,4. P,17
620,620,1975,Jeanette,Maricic,Jeanette.Maricic@yopmail.com,"Avenue des Schtroumps, 1180 Montruc",535.2,4. P,8
621,621,522,Mamadou,Pigox,Mamadou.Pigox@hotme.com,"Rue des bananes, 50130 Cheapbourg",38.5,4. P,13
622,622,1692,Josiane,Maricic,Josiane.Maricic@dtc.de,"Rue des bananes, 1180 Veliko Curan",825.5,4. P,4
623,623,1866,Louis,Testit,Louis.Testit@dtc.de,"Rue des bananes, 50130 Veliko Curan",345.0,4. P,9
624,624,1080,Louis,Testit,Louis.Testit@hotme.com,"Place des curkas, 13370 Staro Selo",19125.0,2. G,0
625,625,310,Franck,Garcimore,Franck.Garcimore@hotme.com,"Rue des bananes, 50130 Veliko Curan",96.2,4. P,20
626,626,1810,Laurent,Cule,Laurent.Cule@dtc.de,"Rue des bananes, 50130 Veliko Curan",10.0,4. P,10
627,627,1682,Marc,Bouillave,Marc.Bouillave@minitel.fr,"Boulevard de la girafouine, 50130 Cheapbourg",286.4,4. P,0
628,628,1784,Laurent,Cule,Laurent.Cule@gjunk.com,"Place des curkas, 13370 Veliko Curan",29658.0,2. G,0
629,629,1432,Jean,Testit,Jean.Testit@minitel.fr,"Place des curkas, 50130 Montruc",8508.5,3. M,1
630,630,951,Bodgan,Kezman,Bodgan.Kezman@hotme.com,"Rue des bananes, 50130 Staro Selo",2858.8,3. M,0
631,631,1210,Franck,Martin,Franck.Martin@hotme.com,"Avenue des Schtroumps, 50130 Montruc",7118.75,3. M,13
632,632,1107,Marc,Lazare,Marc.Lazare@yopmail.com,"Avenue des Schtroumps, 50130 Cheapbourg",962.5,4. P,0
633,633,3881,Laurence,Testit,Laurence.Testit@youpi.com,"Place des curkas, 13370 Veliko Curan",1673.5,3. M,3
634,634,1780,Bodgan,Bouillave,Bodgan.Bouillave@yopmail.com,"Rue des bananes, 13370 Veliko Curan",10.0,4. P,10
635,635,1362,Josiane,Pavlovic,Josiane.Pavlovic@gjunk.com,"Rue des bananes, 50130 Veliko Curan",1994.5,3. M,15
636,636,1922,Mamadou,Martin,Mamadou.Martin@youpi.com,"Rue des bananes, 13370 Cheapbourg",20.0,4. P,10
637,637,1449,Jeanette,Martin,Jeanette.Martin@yopmail.com,"Rue des bananes, 1180 Montruc",99685.0,1. TG,0
638,638,1267,Laurent,Lazare,Laurent.Lazare@hotme.com,"Place des curkas, 13370 Cheapbourg",4679.0,3. M,0
639,639,872,Jeanette,Pavlovic,Jeanette.Pavlovic@dtc.de,"Rue des bananes, 1180 Staro Selo",8140.0,3. M,0
